# E_gamma(MeV)   Spectrum
5.145440e-01 1.771683e+19
5.413360e-01 2.079741e+19
5.695230e-01 2.426131e+19
5.991770e-01 2.695438e+19
6.303750e-01 2.869947e+19
6.631980e-01 2.963889e+19
6.977300e-01 3.000478e+19
7.340600e-01 2.993483e+19
7.722810e-01 2.954354e+19
8.124930e-01 2.892010e+19
8.547980e-01 2.814597e+19
8.993070e-01 2.725792e+19
9.461320e-01 2.629753e+19
9.953960e-01 2.528092e+19
1.047230e+00 2.424005e+19
1.101750e+00 2.318944e+19
1.159120e+00 2.215121e+19
1.219470e+00 2.111852e+19
1.282970e+00 2.010130e+19
1.349770e+00 1.911229e+19
1.420050e+00 1.815438e+19
1.493990e+00 1.722672e+19
1.571780e+00 1.633495e+19
1.653620e+00 1.546929e+19
1.739730e+00 1.464252e+19
1.830310e+00 1.384972e+19
1.925610e+00 1.309322e+19
2.025880e+00 1.236796e+19
2.131360e+00 1.167582e+19
2.242340e+00 1.101744e+19
2.359100e+00 1.038902e+19
2.481930e+00 9.793148e+18
2.611160e+00 9.227608e+18
2.747120e+00 8.689422e+18
2.890160e+00 8.179520e+18
3.040650e+00 7.695924e+18
3.198970e+00 7.238972e+18
3.365530e+00 6.805371e+18
3.540770e+00 6.394755e+18
3.725140e+00 6.007470e+18
3.919100e+00 5.641286e+18
4.123160e+00 5.295068e+18
4.337850e+00 4.968895e+18
4.563720e+00 4.660633e+18
4.801340e+00 4.371923e+18
5.051340e+00 4.099710e+18
5.314360e+00 3.842947e+18
5.591070e+00 3.602619e+18
5.882190e+00 3.376834e+18
6.188470e+00 3.165752e+18
6.510690e+00 2.968576e+18
6.849700e+00 2.784899e+18
7.206350e+00 2.614204e+18
7.581580e+00 2.455933e+18
7.976340e+00 2.310275e+18
8.391660e+00 2.176914e+18
8.828600e+00 2.055599e+18
9.288290e+00 1.946387e+18
9.771920e+00 1.849060e+18
1.028070e+01 1.764805e+18
1.081600e+01 1.691518e+18
1.137920e+01 1.629325e+18
1.197170e+01 1.578365e+18
1.259510e+01 1.536751e+18
1.325090e+01 1.503607e+18
1.394080e+01 1.475971e+18
1.466670e+01 1.451468e+18
1.543040e+01 1.426647e+18
1.623380e+01 1.397009e+18
1.707910e+01 1.360934e+18
1.796840e+01 1.315905e+18
1.890400e+01 1.262810e+18
1.988830e+01 1.201327e+18
2.092380e+01 1.131801e+18
2.201330e+01 1.054861e+18
2.315950e+01 9.691931e+17
2.436540e+01 8.806592e+17
2.563410e+01 7.917363e+17
2.696880e+01 7.086220e+17
2.837300e+01 6.329533e+17
2.985040e+01 5.655764e+17
3.140470e+01 5.053472e+17
3.303990e+01 4.499815e+17
3.476020e+01 3.993399e+17
3.657010e+01 3.525395e+17
3.847430e+01 3.090142e+17
4.047760e+01 2.693891e+17
4.258520e+01 2.327111e+17
4.480250e+01 1.992960e+17
4.713530e+01 1.702213e+17
4.958960e+01 1.448933e+17
5.217170e+01 1.239356e+17
5.488820e+01 1.065068e+17
